context_small,context_large,word,prev,prev_fav,fol,fol_fav,count,frequency_ppm,freq_log_ppm,hapax,stress,fav_count,FFC,transmission,modern_spa,latin_stop
" podras dezir, mundo lleno d","Pues menos podras dezir, mundo lleno de males, que fuimos semej",lleno,o,yes,e,yes,8,116.9470961,4.761721662,no,stressed,4,0.5,oral,palatalization,p
 al hijo que enfermo lloraua: , rey Dauid al hijo que enfermo lloraua: muerto no quiso llorar. D,lloraua,o,yes,o,yes,1,14.61838701,2.68228012,yes,unstressed,1,1,oral,palatalization,p
muerto no quiso llorar. , lloraua: muerto no quiso llorar. Diziendo que era quasi lo,llorar,o,yes,o,yes,21,306.9861272,5.726802558,no,unstressed,13,0.619047619,oral,palatalization,p
que era quasi locura llorar l, Diziendo que era quasi locura llorar lo irrecuperable: quedauan,llorar,a,yes,o,yes,21,306.9861272,5.726802558,no,unstressed,13,0.619047619,oral,palatalization,p
", con que soldase su llaga. ","ros muchos, con que soldase su llaga. E yo no lloro triste a el",llaga,u,no,a,yes,25,365.4596752,5.901155945,no,stressed,6,0.24,oral,palatalization,p
E yo no lloro t,su llaga. E yo no lloro triste a ella muerta: pero,lloro,u,no,a,yes,13,190.0390311,5.247229478,no,stressed,5,0.384615385,oral,palatalization,p
o me respondas si te llamo? ,e de que no me respondas si te llamo? quien me podra cobrir la ,llamo,e,yes,a,yes,5,73.09193504,4.291718033,no,stressed,3,0.6,oral,palatalization,c
 que pescas nuestras flacas v,"redes, con que pescas nuestras flacas voluntades. A do me pones ",flacas,s,no,a,yes,4,58.47354803,4.068574482,no,stressed,1,0.25,oral,preservation,f
 te curaste. Dios te llamaron o,los que no te curaste. Dios te llamaron otros: no se con que error,llamaron,e,yes,a,yes,2,29.23677401,3.375427301,no,unstressed,2,1,oral,palatalization,c
 jamas haze senal do llega. , rayo: que jamas haze senal do llega. La lena que gasta tu llam,llega,o,yes,e,yes,49,716.3009634,6.574100419,no,stressed,3,0.06122449,oral,palatalization,p
La lena que gasta tu llama s,do llega. La lena que gasta tu llama son almas e vidas de human,llama,o,yes,e,yes,86,1257.181283,7.136627417,no,stressed,8,0.093023256,oral,palatalization,f
"s y lanza, azotes: y clauos s","que espinas y lanza, azotes: y clauos su sangre vertieron: los f",clauos,y,no,a,yes,2,29.23677401,3.375427301,no,stressed,0,0,oral,preservation,c
 mi mano turuias con claras m,es turuada mi mano turuias con claras mezclando razones dexa las,claras,n,no,a,yes,4,58.47354803,4.068574482,no,stressed,0,0,oral,preservation,c
e por boca de todos: llorando y, y responde por boca de todos: llorando y riendo en tiempo y sazon,llorando,:,no,o,yes,7,102.3287091,4.628190269,no,unstressed,3,0.428571429,oral,palatalization,p
 libro. Ni quiere mi pluma: ,ncipio del libro. Ni quiere mi pluma: ni manda razon que quede ,pluma,i,no,u,no,13,190.0390311,5.247229478,no,stressed,2,0.153846154,oral,preservation,p
 digna gloria: ni su claro n,mbre ni su digna gloria: ni su claro nombre cubierto de oluido ,claro,u,no,a,yes,23,336.2229012,5.817774336,no,stressed,9,0.391304348,oral,preservation,c
ombre: su tierra: su clara n,"anera su nombre: su tierra: su clara nacion. ""Toca como se deui",clara,u,no,a,yes,20,292.3677401,5.678012394,no,stressed,3,0.15,oral,preservation,c
omo se deuia la obra llamar T,"n. ""Toca como se deuia la obra llamar Tragicomedia e no comedia.",llamar,a,yes,a,yes,18,263.1309661,5.572651878,no,unstressed,6,0.333333333,oral,palatalization,c
traydor supplico que llores d,ste mundo traydor supplico que llores discreto lector el tragico,llores,e,yes,o,yes,4,58.47354803,4.068574482,no,stressed,2,0.5,oral,palatalization,p
